Date/Time, 4/22/2017 6:47:34 PM


Plate Type,384PPG_DMSO2
Bootstrap Well,N7
Transducer Focus (us),34.977
Expected BBToF (us), 32.179
SurveyToFRatio,0.920

ToFStart (us),31.479
ToFEnd (us),32.879
ZIncr (um),25

,,TransducerZ (um),BB ToF (us),BB Amp (Vpp),TB1 ToF (us),TB1 Amp (Vpp),SR ToF (us),SR Amp (Vpp),Unknown ToF (us), Unknown Amp (Vpp)
,,17045,31.483,2.195,32.057,2.387,34.501,3.984,,,,,,,
,,17020,31.499,2.202,32.075,2.403,34.517,3.984,,,,,,,
,,16995,31.529,2.202,32.105,2.439,34.547,3.984,,,,,,,
,,16970,31.559,2.212,32.137,2.472,34.579,3.984,,,,,,,
,,16945,31.589,2.221,32.169,2.501,34.611,3.984,,,,,,,
,,16920,31.619,2.222,32.201,2.540,34.643,3.984,,,,,,,
,,16895,31.653,2.229,32.235,2.576,34.679,3.984,,,,,,,
,,16870,31.685,2.234,32.269,2.616,34.711,3.984,,,,,,,
,,16845,31.715,2.242,32.301,2.643,34.743,3.984,,,,,,,
,,16820,31.747,2.254,32.335,2.682,34.777,3.984,,,,,,,
,,16795,31.779,2.256,32.367,2.717,34.809,3.984,,,,,,,
,,16770,31.813,2.264,32.401,2.750,34.843,3.984,,,,,,,
,,16745,31.845,2.274,32.433,2.784,34.875,3.984,,,,,,,
,,16720,31.877,2.281,32.467,2.816,34.909,3.984,,,,,,,
,,16695,31.909,2.294,32.499,2.848,34.943,3.984,,,,,,,
,,16670,31.943,2.303,32.533,2.876,34.975,3.984,,,,,,,
,,16645,31.975,2.314,32.565,2.910,35.007,3.984,,,,,,,
,,16620,32.007,2.329,32.599,2.945,35.041,3.984,,,,,,,
,,16595,32.041,2.340,32.631,2.981,35.075,3.984,,,,,,,
,,16570,32.075,2.355,32.665,3.002,35.107,3.984,,,,,,,
,,16545,32.109,2.365,32.697,3.030,35.141,3.984,,,,,,,
,,16520,32.143,2.389,32.731,3.063,35.173,3.984,,,,,,,
,,16495,32.177,2.408,32.763,3.086,35.207,3.984,,,,,,,
,,16470,32.213,2.426,32.797,3.119,35.241,3.984,,,,,,,
,,16445,32.247,2.457,32.829,3.148,35.273,3.984,,,,,,,
,,16420,32.281,2.477,32.863,3.172,35.307,3.984,,,,,,,
,,16395,32.315,2.511,32.895,3.197,35.341,3.984,,,,,,,
,,16370,32.351,2.547,32.929,3.222,35.375,3.984,,,,,,,
,,16345,32.385,2.584,32.961,3.246,35.407,3.984,,,,,,,
,,16320,32.421,2.622,32.995,3.271,35.441,3.984,,,,,,,
,,16295,32.455,2.667,33.029,3.289,35.473,3.984,,,,,,,
,,16270,32.491,2.708,33.061,3.302,35.507,3.984,,,,,,,
,,16245,32.525,2.761,33.095,3.319,35.541,3.984,,,,,,,
,,16220,32.561,2.818,33.127,3.340,35.575,3.984,,,,,,,
,,16195,32.595,2.882,33.161,3.361,35.609,3.984,,,,,,,
,,16170,32.631,2.953,33.195,3.374,35.643,3.984,,,,,,,
,,16145,32.665,3.015,33.227,3.396,35.675,3.984,,,,,,,
,,16120,32.699,3.086,33.261,3.402,35.709,3.984,,,,,,,
,,16095,32.735,3.163,33.293,3.410,35.743,3.984,,,,,,,
,,16070,32.769,3.248,33.327,3.433,35.777,3.984,,,,,,,
,,16045,32.803,3.327,33.361,3.426,35.811,3.984,,,,,,,
,,16020,32.839,3.422,33.393,3.444,35.845,3.984,,,,,,,

