Col,Row,Well,mConc,mFillHeight,mFluid,mImpedance,mVolume
0,0,A1,55,0,GLY,2.06,30
1,0,A2,55,0,GLY,2.06,30
2,0,A3,55,0,GLY,2.06,30
3,0,A4,55,0,GLY,2.06,30
4,0,A5,55,0,GLY,2.06,30
5,0,A6,55,0,GLY,2.06,30
6,0,A7,55,0,GLY,2.06,30
7,0,A8,55,0,GLY,2.06,30
8,0,A9,55,0,GLY,2.06,30
9,0,A10,55,0,GLY,2.06,30
10,0,A11,55,0,GLY,2.06,30
11,0,A12,55,0,GLY,2.06,30
12,0,A13,55,0,GLY,2.06,30
13,0,A14,55,0,GLY,2.06,30
14,0,A15,55,0,GLY,2.06,30
15,0,A16,55,0,GLY,2.06,30
16,0,A17,55,0,GLY,2.06,30
17,0,A18,55,0,GLY,2.06,30
18,0,A19,55,0,GLY,2.06,30
19,0,A20,55,0,GLY,2.06,30
20,0,A21,55,0,GLY,2.06,30
21,0,A22,55,0,GLY,2.06,30
22,0,A23,55,0,GLY,2.06,30
23,0,A24,55,0,GLY,2.06,30
0,1,B1,55,0,GLY,2.06,30
1,1,B2,55,0,GLY,2.06,30
2,1,B3,55,0,GLY,2.06,30
3,1,B4,55,0,GLY,2.06,30
4,1,B5,55,0,GLY,2.06,30
5,1,B6,55,0,GLY,2.06,30
6,1,B7,55,0,GLY,2.06,30
7,1,B8,55,0,GLY,2.06,30
8,1,B9,55,0,GLY,2.06,30
9,1,B10,55,0,GLY,2.06,30
10,1,B11,55,0,GLY,2.06,30
11,1,B12,55,0,GLY,2.06,30
12,1,B13,55,0,GLY,2.06,30
13,1,B14,55,0,GLY,2.06,30
14,1,B15,55,0,GLY,2.06,30
15,1,B16,55,0,GLY,2.06,30
16,1,B17,55,0,GLY,2.06,30
17,1,B18,55,0,GLY,2.06,30
18,1,B19,55,0,GLY,2.06,30
19,1,B20,55,0,GLY,2.06,30
20,1,B21,55,0,GLY,2.06,30
21,1,B22,55,0,GLY,2.06,30
22,1,B23,55,0,GLY,2.06,30
23,1,B24,55,0,GLY,2.06,30
0,2,C1,55,0,GLY,2.06,30
1,2,C2,55,0,GLY,2.06,30
2,2,C3,55,0,GLY,2.06,30
3,2,C4,55,0,GLY,2.06,30
4,2,C5,55,0,GLY,2.06,30
5,2,C6,55,0,GLY,2.06,30
6,2,C7,55,0,GLY,2.06,30
7,2,C8,55,0,GLY,2.06,30
8,2,C9,55,0,GLY,2.06,30
9,2,C10,55,0,GLY,2.06,30
10,2,C11,55,0,GLY,2.06,30
11,2,C12,55,0,GLY,2.06,30
12,2,C13,55,0,GLY,2.06,30
13,2,C14,55,0,GLY,2.06,30
14,2,C15,55,0,GLY,2.06,30
15,2,C16,55,0,GLY,2.06,30
16,2,C17,55,0,GLY,2.06,30
17,2,C18,55,0,GLY,2.06,30
18,2,C19,55,0,GLY,2.06,30
19,2,C20,55,0,GLY,2.06,30
20,2,C21,55,0,GLY,2.06,30
21,2,C22,55,0,GLY,2.06,30
22,2,C23,55,0,GLY,2.06,30
23,2,C24,55,0,GLY,2.06,30
0,3,D1,55,0,GLY,2.06,30
1,3,D2,55,0,GLY,2.06,30
2,3,D3,55,0,GLY,2.06,30
3,3,D4,55,0,GLY,2.06,30
4,3,D5,55,0,GLY,2.06,30
5,3,D6,55,0,GLY,2.06,30
6,3,D7,55,0,GLY,2.06,30
7,3,D8,55,0,GLY,2.06,30
8,3,D9,55,0,GLY,2.06,30
9,3,D10,55,0,GLY,2.06,30
10,3,D11,55,0,GLY,2.06,30
11,3,D12,55,0,GLY,2.06,30
12,3,D13,55,0,GLY,2.06,30
13,3,D14,55,0,GLY,2.06,30
14,3,D15,55,0,GLY,2.06,30
15,3,D16,55,0,GLY,2.06,30
16,3,D17,55,0,GLY,2.06,30
17,3,D18,55,0,GLY,2.06,30
18,3,D19,55,0,GLY,2.06,30
19,3,D20,55,0,GLY,2.06,30
20,3,D21,55,0,GLY,2.06,30
21,3,D22,55,0,GLY,2.06,30
22,3,D23,55,0,GLY,2.06,30
23,3,D24,55,0,GLY,2.06,30
0,4,E1,55,0,GLY,2.06,30
1,4,E2,55,0,GLY,2.06,30
2,4,E3,55,0,GLY,2.06,30
3,4,E4,55,0,GLY,2.06,30
4,4,E5,55,0,GLY,2.06,30
5,4,E6,55,0,GLY,2.06,30
6,4,E7,55,0,GLY,2.06,30
7,4,E8,55,0,GLY,2.06,30
8,4,E9,55,0,GLY,2.06,30
9,4,E10,55,0,GLY,2.06,30
10,4,E11,55,0,GLY,2.06,30
11,4,E12,55,0,GLY,2.06,30
12,4,E13,55,0,GLY,2.06,30
13,4,E14,55,0,GLY,2.06,30
14,4,E15,55,0,GLY,2.06,30
15,4,E16,55,0,GLY,2.06,30
16,4,E17,55,0,GLY,2.06,30
17,4,E18,55,0,GLY,2.06,30
18,4,E19,55,0,GLY,2.06,30
19,4,E20,55,0,GLY,2.06,30
20,4,E21,55,0,GLY,2.06,30
21,4,E22,55,0,GLY,2.06,30
22,4,E23,55,0,GLY,2.06,30
23,4,E24,55,0,GLY,2.06,30
0,5,F1,55,0,GLY,2.06,30
1,5,F2,55,0,GLY,2.06,30
2,5,F3,55,0,GLY,2.06,30
3,5,F4,55,0,GLY,2.06,30
4,5,F5,55,0,GLY,2.06,30
5,5,F6,55,0,GLY,2.06,30
6,5,F7,55,0,GLY,2.06,30
7,5,F8,55,0,GLY,2.06,30
8,5,F9,55,0,GLY,2.06,30
9,5,F10,55,0,GLY,2.06,30
10,5,F11,55,0,GLY,2.06,30
11,5,F12,55,0,GLY,2.06,30
12,5,F13,55,0,GLY,2.06,30
13,5,F14,55,0,GLY,2.06,30
14,5,F15,55,0,GLY,2.06,30
15,5,F16,55,0,GLY,2.06,30
16,5,F17,55,0,GLY,2.06,30
17,5,F18,55,0,GLY,2.06,30
18,5,F19,55,0,GLY,2.06,30
19,5,F20,55,0,GLY,2.06,30
20,5,F21,55,0,GLY,2.06,30
21,5,F22,55,0,GLY,2.06,30
22,5,F23,55,0,GLY,2.06,30
23,5,F24,55,0,GLY,2.06,30
0,6,G1,55,0,GLY,2.06,30
1,6,G2,55,0,GLY,2.06,30
2,6,G3,55,0,GLY,2.06,30
3,6,G4,55,0,GLY,2.06,30
4,6,G5,55,0,GLY,2.06,30
5,6,G6,55,0,GLY,2.06,30
6,6,G7,55,0,GLY,2.06,30
7,6,G8,55,0,GLY,2.06,30
8,6,G9,55,0,GLY,2.06,30
9,6,G10,55,0,GLY,2.06,30
10,6,G11,55,0,GLY,2.06,30
11,6,G12,55,0,GLY,2.06,30
12,6,G13,55,0,GLY,2.06,30
13,6,G14,55,0,GLY,2.06,30
14,6,G15,55,0,GLY,2.06,30
15,6,G16,55,0,GLY,2.06,30
16,6,G17,55,0,GLY,2.06,30
17,6,G18,55,0,GLY,2.06,30
