Date/Time, 4/14/2017 12:38:38 PM


Plate Type,384PPL_DMSO2
Bootstrap Well,N7
Transducer Focus (us),35.213
Expected BBToF (us), 32.396
SurveyToFRatio,0.920

ToFStart (us),31.696
ToFEnd (us),33.096
ZIncr (um),25

,,TransducerZ (um),BB ToF (us),BB Amp (Vpp),TB1 ToF (us),TB1 Amp (Vpp),SR ToF (us),SR Amp (Vpp),Unknown ToF (us), Unknown Amp (Vpp)
,,16753,31.696,1.362,32.342,1.018,36.696,1.905,,,,,,,
,,16728,31.714,1.370,32.360,1.021,36.714,1.899,,,,,,,
,,16703,31.746,1.389,32.392,1.026,36.746,1.884,,,,,,,
,,16678,31.780,1.400,32.422,1.028,36.778,1.862,,,,,,,
,,16653,31.814,1.419,32.456,1.029,36.810,1.844,,,,,,,
,,16628,31.850,1.439,32.488,1.031,36.842,1.826,,,,,,,
,,16603,31.884,1.464,32.522,1.033,36.876,1.806,,,,,,,
,,16578,31.920,1.483,32.556,1.036,36.910,1.788,,,,,,,
,,16553,31.954,1.512,32.588,1.035,36.944,1.771,,,,,,,
,,16528,31.988,1.539,32.622,1.045,36.976,1.753,,,,,,,
,,16503,32.024,1.572,32.654,1.040,37.008,1.737,,,,,,,
,,16478,32.060,1.606,32.688,1.048,37.042,1.722,,,,,,,
,,16453,32.096,1.639,32.722,1.046,37.076,1.702,,,,,,,
,,16428,32.130,1.674,32.754,1.047,37.108,1.691,,,,,,,
,,16403,32.164,1.721,32.788,1.052,37.142,1.678,,,,,,,
,,16378,32.198,1.767,32.820,1.048,37.174,1.664,,,,,,,
,,16353,32.234,1.811,32.854,1.052,37.208,1.644,,,,,,,
,,16328,32.268,1.854,32.886,1.046,37.240,1.631,,,,,,,
,,16303,32.302,1.903,32.920,1.044,37.272,1.616,,,,,,,
,,16278,32.336,1.955,32.954,1.049,37.306,1.599,,,,,,,
,,16253,32.370,2.012,32.986,1.045,37.338,1.590,,,,,,,
,,16228,32.404,2.066,33.020,1.040,37.372,1.579,,,,,,,
,,16203,32.438,2.120,33.052,1.040,37.404,1.564,,,,,,,
,,16178,32.472,2.182,33.086,1.039,37.436,1.552,,,,,,,
,,16153,32.506,2.249,33.118,1.037,37.468,1.543,,,,,,,
,,16128,32.540,2.315,33.152,1.035,37.502,1.530,,,,,,,
,,16103,32.574,2.382,33.186,1.029,37.536,1.517,,,,,,,
,,16078,32.608,2.446,33.220,1.028,37.568,1.500,,,,,,,
,,16053,32.642,2.514,33.252,1.019,37.602,1.485,,,,,,,
,,16028,32.674,2.578,33.286,1.020,37.634,1.480,,,,,,,
,,16003,32.708,2.646,33.318,1.014,37.666,1.463,,,,,,,
,,15978,32.742,2.723,33.354,1.013,37.700,1.452,,,,,,,
,,15953,32.776,2.793,33.386,1.011,37.734,1.444,,,,,,,
,,15928,32.810,2.866,33.420,1.008,37.766,1.434,,,,,,,
,,15903,32.844,2.938,33.454,1.001,37.800,1.419,,,,,,,
,,15878,32.878,3.010,33.488,0.997,37.834,1.408,,,,,,,
,,15853,32.912,3.080,33.520,0.992,37.866,1.405,,,,,,,
,,15828,32.946,3.152,33.554,0.986,37.898,1.388,,,,,,,
,,15803,32.980,3.229,33.588,0.984,37.932,1.382,,,,,,,
,,15778,33.012,3.301,33.622,0.979,37.966,1.368,,,,,,,
,,15753,33.046,3.369,33.656,0.978,37.998,1.359,,,,,,,
,,15728,33.080,3.442,33.688,0.966,38.032,1.349,,,,,,,

