Date/Time, 4/22/2017 6:49:38 PM


Plate Type,384PPL_DMSO2
Bootstrap Well,N7
Transducer Focus (us),34.977
Expected BBToF (us), 32.179
SurveyToFRatio,0.920

ToFStart (us),31.479
ToFEnd (us),32.879
ZIncr (um),25

,,TransducerZ (um),BB ToF (us),BB Amp (Vpp),TB1 ToF (us),TB1 Amp (Vpp),SR ToF (us),SR Amp (Vpp),Unknown ToF (us), Unknown Amp (Vpp)
,,17221,31.481,2.142,32.111,1.349,35.439,3.984,,,,,,,
,,17196,31.501,2.140,32.133,1.354,35.461,3.984,,,,,,,
,,17171,31.529,2.142,32.163,1.368,35.491,3.984,,,,,,,
,,17146,31.557,2.148,32.193,1.377,35.521,3.984,,,,,,,
,,17121,31.587,2.151,32.225,1.377,35.553,3.984,,,,,,,
,,17096,31.619,2.150,32.257,1.387,35.587,3.984,,,,,,,
,,17071,31.649,2.165,32.291,1.403,35.621,3.984,,,,,,,
,,17046,31.681,2.165,32.325,1.405,35.655,3.984,,,,,,,
,,17021,31.713,2.176,32.357,1.408,35.689,3.984,,,,,,,
,,16996,31.745,2.172,32.391,1.419,35.723,3.984,,,,,,,
,,16971,31.777,2.182,32.425,1.433,35.757,3.984,,,,,,,
,,16946,31.809,2.186,32.457,1.437,35.791,3.984,,,,,,,
,,16921,31.841,2.194,32.491,1.436,35.825,3.984,,,,,,,
,,16896,31.873,2.199,32.523,1.443,35.861,3.984,,,,,,,
,,16871,31.907,2.207,32.557,1.450,35.895,3.984,,,,,,,
,,16846,31.939,2.218,32.591,1.456,35.929,3.984,,,,,,,
,,16821,31.971,2.225,32.623,1.460,35.961,3.984,,,,,,,
,,16796,32.005,2.236,32.657,1.461,35.997,3.984,,,,,,,
,,16771,32.039,2.242,32.691,1.469,36.031,3.984,,,,,,,
,,16746,32.071,2.268,32.723,1.467,36.063,3.984,,,,,,,
,,16721,32.105,2.276,32.757,1.469,36.097,3.984,,,,,,,
,,16696,32.139,2.299,32.789,1.471,36.131,3.984,,,,,,,
,,16671,32.175,2.320,32.823,1.481,36.167,3.984,,,,,,,
,,16646,32.209,2.334,32.855,1.478,36.199,3.984,,,,,,,
,,16621,32.243,2.364,32.889,1.479,36.233,3.984,,,,,,,
,,16596,32.279,2.389,32.921,1.485,36.267,3.984,,,,,,,
,,16571,32.313,2.420,32.955,1.486,36.301,3.984,,,,,,,
,,16546,32.347,2.454,32.987,1.488,36.333,3.984,,,,,,,
,,16521,32.383,2.491,33.021,1.485,36.369,3.984,,,,,,,
,,16496,32.417,2.528,33.055,1.484,36.401,3.984,,,,,,,
,,16471,32.453,2.574,33.089,1.485,36.437,3.984,,,,,,,
,,16446,32.487,2.621,33.121,1.486,36.469,3.971,,,,,,,
,,16421,32.523,2.675,33.153,1.483,36.503,3.938,,,,,,,
,,16396,32.557,2.736,33.187,1.484,36.537,3.908,,,,,,,
,,16371,32.593,2.796,33.221,1.483,36.571,3.886,,,,,,,
,,16346,32.627,2.858,33.253,1.482,36.605,3.855,,,,,,,
,,16321,32.661,2.932,33.287,1.481,36.637,3.826,,,,,,,
,,16296,32.697,3.005,33.321,1.477,36.671,3.775,,,,,,,
,,16271,32.733,3.091,33.355,1.476,36.705,3.731,,,,,,,
,,16246,32.767,3.179,33.387,1.466,36.739,3.676,,,,,,,
,,16221,32.801,3.264,33.421,1.464,36.773,3.628,,,,,,,
,,16196,32.835,3.362,33.453,1.456,36.805,3.579,,,,,,,

