Col,Row,Well,mConc,mFillHeight,mFluid,mImpedance,mVolume
0,0,A1,14,0,PBS14,1.48,20
1,0,A2,14,0,PBS14,1.48,20
2,0,A3,14,0,PBS14,1.48,20
3,0,A4,14,0,PBS14,1.48,20
4,0,A5,14,0,PBS14,1.48,20
5,0,A6,14,0,PBS14,1.48,20
6,0,A7,14,0,PBS14,1.48,20
7,0,A8,14,0,PBS14,1.48,20
8,0,A9,14,0,PBS14,1.48,20
9,0,A10,14,0,PBS14,1.48,20
10,0,A11,14,0,PBS14,1.48,20
11,0,A12,14,0,PBS14,1.48,20
0,1,B1,14,0,PBS14,1.48,20
1,1,B2,14,0,PBS14,1.48,20
2,1,B3,14,0,PBS14,1.48,20
3,1,B4,14,0,PBS14,1.48,20
4,1,B5,14,0,PBS14,1.48,20
5,1,B6,14,0,PBS14,1.48,20
6,1,B7,14,0,PBS14,1.48,20
7,1,B8,14,0,PBS14,1.48,20
8,1,B9,14,0,PBS14,1.48,20
9,1,B10,14,0,PBS14,1.48,20
10,1,B11,14,0,PBS14,1.48,20
11,1,B12,14,0,PBS14,1.48,20
0,2,C1,14,0,PBS14,1.48,20
1,2,C2,14,0,PBS14,1.48,20
2,2,C3,14,0,PBS14,1.48,20
3,2,C4,14,0,PBS14,1.48,20
4,2,C5,14,0,PBS14,1.48,20
5,2,C6,14,0,PBS14,1.48,20
6,2,C7,14,0,PBS14,1.48,20
7,2,C8,14,0,PBS14,1.48,20
8,2,C9,14,0,PBS14,1.48,20
9,2,C10,14,0,PBS14,1.48,20
10,2,C11,14,0,PBS14,1.48,20
11,2,C12,14,0,PBS14,1.48,20
0,3,D1,14,0,PBS14,1.48,20
1,3,D2,14,0,PBS14,1.48,20
2,3,D3,14,0,PBS14,1.48,20
3,3,D4,14,0,PBS14,1.48,20
4,3,D5,14,0,PBS14,1.48,20
5,3,D6,14,0,PBS14,1.48,20
6,3,D7,14,0,PBS14,1.48,20
7,3,D8,14,0,PBS14,1.48,20
8,3,D9,14,0,PBS14,1.48,20
9,3,D10,14,0,PBS14,1.48,20
10,3,D11,14,0,PBS14,1.48,20
11,3,D12,14,0,PBS14,1.48,20
0,4,E1,14,0,PBS14,1.48,20
1,4,E2,14,0,PBS14,1.48,20
2,4,E3,14,0,PBS14,1.48,20
3,4,E4,14,0,PBS14,1.48,20
4,4,E5,14,0,PBS14,1.48,20
5,4,E6,14,0,PBS14,1.48,20
6,4,E7,14,0,PBS14,1.48,20
7,4,E8,14,0,PBS14,1.48,20
8,4,E9,14,0,PBS14,1.48,20
9,4,E10,14,0,PBS14,1.48,20
10,4,E11,14,0,PBS14,1.48,20
11,4,E12,14,0,PBS14,1.48,20
0,5,F1,14,0,PBS14,1.48,20
1,5,F2,14,0,PBS14,1.48,20
2,5,F3,14,0,PBS14,1.48,20
3,5,F4,14,0,PBS14,1.48,20
4,5,F5,14,0,PBS14,1.48,20
5,5,F6,14,0,PBS14,1.48,20
6,5,F7,14,0,PBS14,1.48,20
7,5,F8,14,0,PBS14,1.48,20
8,5,F9,14,0,PBS14,1.48,20
9,5,F10,14,0,PBS14,1.48,20
10,5,F11,14,0,PBS14,1.48,20
11,5,F12,14,0,PBS14,1.48,20
0,6,G1,14,0,PBS14,1.48,20
1,6,G2,14,0,PBS14,1.48,20
2,6,G3,14,0,PBS14,1.48,20
3,6,G4,14,0,PBS14,1.48,20
4,6,G5,14,0,PBS14,1.48,20
5,6,G6,14,0,PBS14,1.48,20
6,6,G7,14,0,PBS14,1.48,20
7,6,G8,14,0,PBS14,1.48,20
8,6,G9,14,0,PBS14,1.48,20
9,6,G10,14,0,PBS14,1.48,20
10,6,G11,14,0,PBS14,1.48,20
11,6,G12,14,0,PBS14,1.48,20
0,7,H1,14,0,PBS14,1.48,20
1,7,H2,14,0,PBS14,1.48,20
2,7,H3,14,0,PBS14,1.48,20
3,7,H4,14,0,PBS14,1.48,20
4,7,H5,14,0,PBS14,1.48,20
5,7,H6,14,0,PBS14,1.48,20
6,7,H7,14,0,PBS14,1.48,20
7,7,H8,14,0,PBS14,1.48,20
8,7,H9,14,0,PBS14,1.48,20
9,7,H10,14,0,PBS14,1.48,20
10,7,H11,14,0,PBS14,1.48,20
11,7,H12,14,0,PBS14,1.48,20
