File,EchoSN,Plastic,Fluid,N,Mean,RawCV,CV,Empties,Outlier,Reliability,PMTCorr,LUT
01_SP_High_Pwr_00.xls,E55X,Misc,Misc,384,93.70892744139742,2.183693825371325,2.183693825371325,0,0,0,1.0592672897863138,022018
02_SP_High_Pwr_0.10.xls,E55X,Misc,Misc,384,94.9980121362624,2.09490199045766,2.09490199045766,0,0,0,1.0592672897863138,022018
03_SP_High_Pwr_0.20.xls,E55X,Misc,Misc,384,95.65510783970899,1.9323753845153722,1.9323753845153722,0,0,0,1.0592672897863138,022018
04_SP_High_Pwr_0.32.xls,E55X,Misc,Misc,384,97.44147595717693,1.8809645773544206,1.8809645773544206,1,0,0,1.0592672897863138,022018
