BarCode,PlateType,Style,Fluid,Conc,Vol,Version,Filename,Arena Part Number
58405-1#########,384PPL_DMSO,FT,DMSO,95,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO\\XXX-YYYYY__58405-1__384PPL_DMSO__FT__95__DMSO__v1.csv,XXX-YYYYY
58406-1#########,384PPL_DMSO,FT,DMSO,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO\\XXX-YYYYY__58406-1__384PPL_DMSO__FT__100__DMSO__v1.csv,XXX-YYYYY
2301a-2#########,384PPG_AQ_GP2,SIG,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301a-2__384PPG_AQ_GP2__SIG__0__GLY__v2.csv,XXX-YYYYY
2301b-2#########,384PPG_AQ_GP2,SIG,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301b-2__384PPG_AQ_GP2__SIG__10__GLY__v2.csv,XXX-YYYYY
2301c-2#########,384PPG_AQ_GP2,SIG,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301c-2__384PPG_AQ_GP2__SIG__20__GLY__v2.csv,XXX-YYYYY
2301d-2#########,384PPG_AQ_GP2,SIG,GLY,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301d-2__384PPG_AQ_GP2__SIG__30__GLY__v2.csv,XXX-YYYYY
2301e-2#########,384PPG_AQ_GP2,SIG,GLY,40,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301e-2__384PPG_AQ_GP2__SIG__40__GLY__v2.csv,XXX-YYYYY
2301f-2#########,384PPG_AQ_GP2,SIG,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301f-2__384PPG_AQ_GP2__SIG__50__GLY__v2.csv,XXX-YYYYY
2301g-2#########,384PPG_AQ_GP2,SIG,GLY,55,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2301g-2__384PPG_AQ_GP2__SIG__55__GLY__v2.csv,XXX-YYYYY
2311a-2#########,384PPG_AQ_GP2,UCP,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13682__2311a-2__384PPG_AQ_GP2__UCP__0__GLY__v2.csv,001-13682
2311c-2#########,384PPG_AQ_GP2,UCP,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13683__2311c-2__384PPG_AQ_GP2__UCP__20__GLY__v2.csv,001-13683
2311f-2#########,384PPG_AQ_GP2,UCP,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13684__2311f-2__384PPG_AQ_GP2__UCP__50__GLY__v2.csv,001-13684
2331--2#########,384PPG_AQ_GP2,ICP,GLY,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\XXX-YYYYY__2331--2__384PPG_AQ_GP2__ICP__-__GLY__v2.csv,XXX-YYYYY
5301a-2#########,384PPL_AQ_GP2,SIG,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301a-2__384PPL_AQ_GP2__SIG__0__GLY__v2.csv,XXX-YYYYY
5301b-2#########,384PPL_AQ_GP2,SIG,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301b-2__384PPL_AQ_GP2__SIG__10__GLY__v2.csv,XXX-YYYYY
5301c-2#########,384PPL_AQ_GP2,SIG,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301c-2__384PPL_AQ_GP2__SIG__20__GLY__v2.csv,XXX-YYYYY
5301d-2#########,384PPL_AQ_GP2,SIG,GLY,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301d-2__384PPL_AQ_GP2__SIG__30__GLY__v2.csv,XXX-YYYYY
5301e-2#########,384PPL_AQ_GP2,SIG,GLY,40,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301e-2__384PPL_AQ_GP2__SIG__40__GLY__v2.csv,XXX-YYYYY
5301f-2#########,384PPL_AQ_GP2,SIG,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301f-2__384PPL_AQ_GP2__SIG__50__GLY__v2.csv,XXX-YYYYY
5301g-2#########,384PPL_AQ_GP2,SIG,GLY,55,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5301g-2__384PPL_AQ_GP2__SIG__55__GLY__v2.csv,XXX-YYYYY
5311a-2#########,384PPL_AQ_GP2,UCP,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13303__5311a-2__384PPL_AQ_GP2__UCP__0__GLY__v2.csv,001-13303
5311c-2#########,384PPL_AQ_GP2,UCP,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13305__5311c-2__384PPL_AQ_GP2__UCP__20__GLY__v2.csv,001-13305
5311f-2#########,384PPL_AQ_GP2,UCP,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13306__5311f-2__384PPL_AQ_GP2__UCP__50__GLY__v2.csv,001-13306
5331--2#########,384PPL_AQ_GP2,ICP,GLY,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\XXX-YYYYY__5331--2__384PPL_AQ_GP2__ICP__-__GLY__v2.csv,XXX-YYYYY
2141a-2#########,384PPG_AQ_BP2,FT,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_BP2\\001-13307__2141a-2__384PPG_AQ_BP2__FT__0__GLY__v2.csv,001-13307
2141b-2#########,384PPG_AQ_BP2,FT,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_BP2\\001-13308__2141b-2__384PPG_AQ_BP2__FT__10__GLY__v2.csv,001-13308
2141d-2#########,384PPG_AQ_BP2,FT,GLY,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_BP2\\001-13309__2141d-2__384PPG_AQ_BP2__FT__30__GLY__v2.csv,001-13309
5141a-2#########,384PPL_AQ_BP2,FT,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_BP2\\001-13329__5141a-2__384PPL_AQ_BP2__FT__0__GLY__v2.csv,001-13329
5141b-2#########,384PPL_AQ_BP2,FT,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_BP2\\001-13330__5141b-2__384PPL_AQ_BP2__FT__10__GLY__v2.csv,001-13330
5141d-2#########,384PPL_AQ_BP2,FT,GLY,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_BP2\\001-13331__5141d-2__384PPL_AQ_BP2__FT__30__GLY__v2.csv,001-13331
2341c-2#########,384PPG_AQ_GP2,FT,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13310__2341c-2__384PPG_AQ_GP2__FT__20__GLY__v2.csv,001-13310
2341e-2#########,384PPG_AQ_GP2,FT,GLY,40,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13311__2341e-2__384PPG_AQ_GP2__FT__40__GLY__v2.csv,001-13311
2341f-2#########,384PPG_AQ_GP2,FT,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_GP2\\001-13312__2341f-2__384PPG_AQ_GP2__FT__50__GLY__v2.csv,001-13312
5341c-2#########,384PPL_AQ_GP2,FT,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13332__5341c-2__384PPL_AQ_GP2__FT__20__GLY__v2.csv,001-13332
5341e-2#########,384PPL_AQ_GP2,FT,GLY,40,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13333__5341e-2__384PPL_AQ_GP2__FT__40__GLY__v2.csv,001-13333
5341f-2#########,384PPL_AQ_GP2,FT,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_GP2\\001-13334__5341f-2__384PPL_AQ_GP2__FT__50__GLY__v2.csv,001-13334
24426-2#########,384PPG_AQ_CP,FT,AQ,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_CP\\001-13316__24426-2__384PPG_AQ_CP__FT__100__AQ__v2.csv,001-13316
244b6-2#########,384PPG_AQ_CP,FT,2.4M-HEPES,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_CP\\001-13317__244b6-2__384PPG_AQ_CP__FT__100__2.4M-HEPES__v2.csv,001-13317
244cd-2#########,384PPG_AQ_CP,FT,PEG-3350,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_CP\\001-13318__244cd-2__384PPG_AQ_CP__FT__30__PEG-3350__v2.csv,001-13318
244df-2#########,384PPG_AQ_CP,FT,MPD,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_CP\\001-13585__244df-2__384PPG_AQ_CP__FT__50__MPD__v2.csv,001-13585
54426-2#########,384PPL_AQ_CP,FT,AQ,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_CP\\001-13338__54426-2__384PPL_AQ_CP__FT__100__AQ__v2.csv,001-13338
544b6-2#########,384PPL_AQ_CP,FT,2.4M-HEPES,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_CP\\001-13339__544b6-2__384PPL_AQ_CP__FT__100__2.4M-HEPES__v2.csv,001-13339
544cd-2#########,384PPL_AQ_CP,FT,PEG-3350,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_CP\\001-13340__544cd-2__384PPL_AQ_CP__FT__30__PEG-3350__v2.csv,001-13340
544df-2#########,384PPL_AQ_CP,FT,MPD,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_CP\\001-13621__544df-2__384PPL_AQ_CP__FT__50__MPD__v2.csv,001-13621
245b682#########,384PPG_AQ_CP,FF,2.4M-HEPES,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_CP\\XXX-YYYYY__245b682__384PPG_AQ_CP__FF__100__2.4M-HEPES__40uL__v2.csv,XXX-YYYYY
545b682#########,384PPL_AQ_CP,FF,2.4M-HEPES,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_CP\\XXX-YYYYY__545b682__384PPL_AQ_CP__FF__100__2.4M-HEPES__40uL__v2.csv,XXX-YYYYY
22436-2#########,384PPG_AQ_SP2,FT,PBS5,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\001-13313__22436-2__384PPG_AQ_SP2__FT__100__PBS5__v2.csv,001-13313
22446-2#########,384PPG_AQ_SP2,FT,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\001-13314__22446-2__384PPG_AQ_SP2__FT__100__PBS14__v2.csv,001-13314
22456-2#########,384PPG_AQ_SP2,FT,PBS200,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\001-13315__22456-2__384PPG_AQ_SP2__FT__100__PBS200__v2.csv,001-13315
22346-2#########,384PPG_AQ_SP2,ICP,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\001-13488__22346-2__384PPG_AQ_SP2__ICP__100__PBS14__v2.csv,001-13488
221f6-3#########,384PPG_AQ_SP2,UCP,PBS,100,-,3,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\001-13685__221f6-3__384PPG_AQ_SP2__UCP__100__PBS__v3.csv,001-13685
2253682#########,384PPG_AQ_SP2,FF,PBS5,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP2\\XXX-YYYYY__2253682__384PPG_AQ_SP2__FF__100__PBS5__40uL__v2.csv,XXX-YYYYY
52436-2#########,384PPL_AQ_SP2,FT,PBS5,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\001-13335__52436-2__384PPL_AQ_SP2__FT__100__PBS5__v2.csv,001-13335
52446-2#########,384PPL_AQ_SP2,FT,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\001-13336__52446-2__384PPL_AQ_SP2__FT__100__PBS14__v2.csv,001-13336
52456-2#########,384PPL_AQ_SP2,FT,PBS200,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\001-13337__52456-2__384PPL_AQ_SP2__FT__100__PBS200__v2.csv,001-13337
52346-2#########,384PPL_AQ_SP2,ICP,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\001-13476__52346-2__384PPL_AQ_SP2__ICP__100__PBS14__v2.csv,001-13476
521f6-3#########,384PPL_AQ_SP2,UCP,PBS,100,-,3,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\001-13704__521f6-3__384PPL_AQ_SP2__UCP__100__PBS__v3.csv,001-13704
5253682#########,384PPL_AQ_SP2,FF,PBS5,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP2\\XXX-YYYYY__5253682__384PPL_AQ_SP2__FF__100__PBS5__40uL__v2.csv,XXX-YYYYY
2641a-1#########,384PPG_AQ_BP,FT,GLY,0,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_BP\\XXX-YYYYY__2641a-1__384PPG_AQ_BP__FT__0__GLY__v1.csv,XXX-YYYYY
5641a-1#########,384PPL_AQ_BP,FT,GLY,0,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_BP\\XXX-YYYYY__5641a-1__384PPL_AQ_BP__FT__0__GLY__v1.csv,XXX-YYYYY
27436-1#########,384PPG_AQ_SP,FT,PBS5,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP\\XXX-YYYYY__27436-1__384PPG_AQ_SP__FT__100__PBS5__v1.csv,XXX-YYYYY
27446-1#########,384PPG_AQ_SP,FT,PBS14,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP\\XXX-YYYYY__27446-1__384PPG_AQ_SP__FT__100__PBS14__v1.csv,XXX-YYYYY
27456-1#########,384PPG_AQ_SP,FT,PBS200,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP\\XXX-YYYYY__27456-1__384PPG_AQ_SP__FT__100__PBS200__v1.csv,XXX-YYYYY
57436-1#########,384PPL_AQ_SP,FT,PBS5,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP\\XXX-YYYYY__57436-1__384PPL_AQ_SP__FT__100__PBS5__v1.csv,XXX-YYYYY
57446-1#########,384PPL_AQ_SP,FT,PBS14,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP\\XXX-YYYYY__57446-1__384PPL_AQ_SP__FT__100__PBS14__v1.csv,XXX-YYYYY
57456-1#########,384PPL_AQ_SP,FT,PBS200,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP\\XXX-YYYYY__57456-1__384PPL_AQ_SP__FT__100__PBS200__v1.csv,XXX-YYYYY
297f--2#########,384PPG_HC,HC,PBS,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_HC\\001-14266__297f--2__384PPG_HC__HC__-__PBS__v2.csv,001-14266
597f--2#########,384PPL_HC,HC,PBS,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_HC\\001-14709__597f--2__384PPL_HC__HC__-__PBS__v2.csv,001-14709
35446-2#########,384PPG_PLUS_AQ_SP,FT,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14267__35446-2__384PPG_PLUS_AQ_SP__FT__100__PBS14__v2.csv,001-14267
35546b2#########,384PPG_PLUS_AQ_SP,FF,PBS14,100,20,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14268__35546b2__384PPG_PLUS_AQ_SP__FF__100__PBS14__20uL__v2.csv,001-14268
35546c2#########,384PPG_PLUS_AQ_SP,FF,PBS14,100,30,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14269__35546c2__384PPG_PLUS_AQ_SP__FF__100__PBS14__30uL__v2.csv,001-14269
3554682#########,384PPG_PLUS_AQ_SP,FF,PBS14,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14270__3554682__384PPG_PLUS_AQ_SP__FF__100__PBS14__40uL__v2.csv,001-14270
35546a2#########,384PPG_PLUS_AQ_SP,FF,PBS14,100,65,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14271__35546a2__384PPG_PLUS_AQ_SP__FF__100__PBS14__65uL__v2.csv,001-14271
356C692#########,384PPG_PLUS_AQ_SP,DD,PBS14-DF,100,60,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_SP\\001-14272__356C692__384PPG_PLUS_AQ_SP__DD__100__PBS14-DF__60uL__v2.csv,001-14272
314f6-2#########,384PPG_PLUS_AQ_BP,FT,PBS,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14273__314f6-2__384PPG_PLUS_AQ_BP__FT__100__PBS__v2.csv,001-14273
315f6b2#########,384PPG_PLUS_AQ_BP,FF,PBS,100,20,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14274__315f6b2__384PPG_PLUS_AQ_BP__FF__100__PBS__20uL__v2.csv,001-14274
315f6c2#########,384PPG_PLUS_AQ_BP,FF,PBS,100,30,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14275__315f6c2__384PPG_PLUS_AQ_BP__FF__100__PBS__30uL__v2.csv,001-14275
315f682#########,384PPG_PLUS_AQ_BP,FF,PBS,100,40,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14276__315f682__384PPG_PLUS_AQ_BP__FF__100__PBS__40uL__v2.csv,001-14276
315f6a2#########,384PPG_PLUS_AQ_BP,FF,PBS,100,65,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14277__315f6a2__384PPG_PLUS_AQ_BP__FF__100__PBS__65uL__v2.csv,001-14277
316B692#########,384PPG_PLUS_AQ_BP,DD,PBS-DF,100,60,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_BP\\001-14278__316B692__384PPG_PLUS_AQ_BP__DD__100__PBS-DF__60uL__v2.csv,001-14278
65446-2#########,384PPL_PLUS_AQ_SP,FT,PBS14,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_SP\\001-14279__65446-2__384PPL_PLUS_AQ_SP__FT__100__PBS14__v2.csv,001-14279
65546b2#########,384PPL_PLUS_AQ_SP,FF,PBS14,100,20,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_SP\\001-14280__65546b2__384PPL_PLUS_AQ_SP__FF__100__PBS14__20uL__v2.csv,001-14280
65546c2#########,384PPL_PLUS_AQ_SP,FF,PBS14,100,30,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_SP\\001-14281__65546c2__384PPL_PLUS_AQ_SP__FF__100__PBS14__30uL__v2.csv,001-14281
